species,strain,treat,day,density,aspect_ratio,size,speed,linearity
Spiro,Spiro_C,C,3.1,8.87951807228916,4.46375,3.4001592196351766,33.1925,0.626408380004126
Spiro,Spiro_C,C,4.1,17.4698795180723,4.032,3.4738586740816273,39.5533333333333,0.703432703081243
Spiro,Spiro_C,C,5.1,16.8674698795181,4.565,3.4251336968402906,45.2914285714286,0.807245183612511
Spiro,Spiro_C,C,6.1,9.57831325301205,5.02333333333333,3.4769819364421193,39.4477777777778,0.592524772343665
Spiro,Spiro_C,C,7.1,20.0722891566265,5.20611111111111,3.4058917557344515,33.4277777777778,0.590319966336756
Spiro,Spiro_C,C,8.1,32.3493975903614,4.57161290322581,3.3497411291342747,25.3932258064516,0.560526345180246
Spiro,Spiro_C,C,9,44.4939759036145,4.01024390243902,3.405888644857672,29.6329268292683,0.593284207572215
Spiro,Spiro_C,C,10,47.4939759036145,4.92586956521739,3.3187217667117763,32.8995652173913,0.542960560927626
Spiro,Spiro_C,C,11,57.1204819277108,5.05754716981132,3.328516191020162,27.4352830188679,0.587066999284339
Spiro,Spiro_C,C,12,38.2650602409639,4.82428571428571,3.3166847698766686,34.3282857142857,0.749784774336095
Spiro,Spiro_C,C,13,66.8313253012048,4.87953125,3.3750188654550897,46.395,0.852201660949947
Spiro,Spiro_C,C,14,41.5180722891566,5.54309523809524,3.3849246805101023,40.2154761904762,0.793433341069962
Spiro,Spiro_C,C,15.1,66.8674698795181,5.84596774193548,3.4128603250955485,37.9035483870968,0.744726746250656
Spiro,Spiro_C,C,16,102.795180722892,5.08446601941748,3.414531920733081,51.3506796116505,0.870521188892103
Spiro,Spiro_C,C,17.1,53.4096385542169,5.64634615384615,3.4218118183652173,41.3284615384615,0.809545915152389
Spiro,Spiro_C,C,18,66.8433734939759,5.606,3.39308028941883,53.0694285714286,0.934842352934039
Spiro,Spiro_C,C,20,92.3734939759036,5.67967032967033,3.4098218753239142,44.5601098901099,0.842186209036603
Spiro,Spiro_C,C,22,78.6024096385542,4.52743243243243,3.4667066680225407,41.2554054054054,0.813832523288936
Spiro,Spiro_C,C,24,67.9036144578313,5.82633802816901,3.3691696128066413,38.6876056338028,0.766187783016634
Spiro,Spiro_C,C,31,160.975903614458,5.22754601226994,3.3927072547005475,41.6955214723926,0.667592557001592
Spiro,Spiro_C,C,34,147.012048192771,4.62796703296703,3.3072792715139467,28.8104395604396,0.509471732651519
Spiro,Spiro_C,C,36,213.963855421687,5.53529411764706,3.3690097346331833,57.1020168067227,0.869236682358171
Spiro,Spiro_C,C,38,270.433734939759,5.07815286624204,3.375589432515977,43.7966560509554,0.72778476448662
Spiro,Spiro_C,T,3.1,4.86746987951807,3.91166666666667,3.463340940009458,51.24,0.814523673055748
Spiro,Spiro_C,T,4.1,19.2530120481928,4.45125,3.480952068194867,51.144375,0.819658189032864
Spiro,Spiro_C,T,5.1,16.9036144578313,4.986875,3.424086607626347,42.3925,0.724583526330591
Spiro,Spiro_C,T,6.1,12.9036144578313,4.82769230769231,3.4020945125202062,52.3746153846154,0.803794385658136
Spiro,Spiro_C,T,7.1,23.5180722891566,4.71428571428571,3.341104356027625,42.5533333333333,0.775534350861762
Spiro,Spiro_C,T,8.1,47.2409638554217,5.80488888888889,3.373206667073329,38.8526666666667,0.598363768892315
Spiro,Spiro_C,T,9,45.1807228915663,5.59239130434783,3.31978140501285,32.519347826087,0.544716971044024
Spiro,Spiro_C,T,10,31.0602409638554,4.81088235294118,3.3854263578909642,41.3702941176471,0.835750888248938
Spiro,Spiro_C,T,11,42.0722891566265,6.17864864864865,3.414227771423494,39.3410810810811,0.820860892780197
Spiro,Spiro_C,T,12,27.7469879518072,4.6744,3.2753585368646294,32.6272,0.69414922127311
Spiro,Spiro_C,T,13,33.6024096385542,5.44794117647059,3.447221209294716,46.0185294117647,0.912703368413906
Spiro,Spiro_C,T,14,21.9036144578313,5.75208333333333,3.3539170319644858,40.27875,0.864742832070881
Spiro,Spiro_C,T,15.1,43.2048192771084,6.24857142857143,3.4052087788634826,42.7454761904762,0.869261696704181
Spiro,Spiro_C,T,16,40.3975903614458,5.544,3.4623686445902977,52.58825,0.86539665122983
Spiro,Spiro_C,T,17.1,30.9277108433735,5.35727272727273,3.447225661331499,49.2918181818182,0.902821173532853
Spiro,Spiro_C,T,18,27.4457831325301,6.40793103448276,3.3789074014043736,46.8551724137931,0.869821376158117
Spiro,Spiro_C,T,20,41.2409638554217,5.06604651162791,3.49714638740496,50.5274418604651,0.916586627590347
Spiro,Spiro_C,T,22,40.6265060240964,5.56348837209302,3.42953194178661,48.8023255813954,0.884948115201884
Spiro,Spiro_C,T,24,24.3614457831325,5.43111111111111,3.3667864985491613,44.5785185185185,0.890187085025636
Spiro,Spiro_C,T,27,13.7590361445783,6.38875,3.3707399385690944,46.64,0.930896097506542
Spiro,Spiro_C,T,29,39.4819277108434,5.8474358974359,3.4570095221390775,46.764358974359,0.7787839938456
Spiro,Spiro_C,T,31,45.3373493975904,5.03204545454545,3.435446729584572,42.9975,0.810253000632038
Spiro,Spiro_C,T,34,39.0602409638554,5.26210526315789,3.3774802369837267,41.8007894736842,0.734822264225655
Spiro,Spiro_C,T,36,40.9638554216868,6.04765957446808,3.415881111828728,59.4257446808511,0.87898776719053
Spiro,Spiro_C,T,38,51.421686746988,4.625,3.4397783828422543,38.875,0.690988550601498
Spiro,Spiro_C,A,4.1,5.46987951807229,3.75166666666667,3.5562019579998743,26.7,0.756119938150062
Spiro,Spiro_C,A,6.1,5.60240963855422,4.73,3.51610196493421,32.7633333333333,0.778042879625935
Spiro,Spiro_C,A,7.1,18.7951807228916,4.45555555555556,3.370247986884369,33.6855555555556,0.705366415929673
Spiro,Spiro_C,A,8.1,29.3132530120482,4.63407407407407,3.461449502063503,33.952962962963,0.722057494534845
Spiro,Spiro_C,A,9,42.2650602409639,4.944,3.432395234273849,29.74825,0.60136472838239
Spiro,Spiro_C,A,10,41.3373493975904,4.75742857142857,3.3964590487927135,30.0245714285714,0.541747335140451
Spiro,Spiro_C,A,11,40.8433734939759,4.73435897435897,3.4015926784422343,31.4194871794872,0.689621875176628
Spiro,Spiro_C,A,12.1,36.566265060241,4.55675,3.3360757539012034,28.2055,0.831757378365777
Spiro,Spiro_C,A,13,59.3493975903614,4.66842105263158,3.4330552303368926,35.9870175438597,0.859226614560719
Spiro,Spiro_C,A,14,82.9397590361446,4.79945205479452,3.392483161572906,31.3757534246575,0.72828488716336
Spiro,Spiro_C,A,15.1,39.1204819277108,5.10755555555556,3.334636187998065,28.698,0.698054328487649
Spiro,Spiro_C,A,16,71,4.69230769230769,3.3708194117362655,28.1995384615385,0.4675869011689
Spiro,Spiro_C,A,17.1,68.8313253012048,5.76159420289855,3.4109848775650073,37.2450724637681,0.853479613855149
Spiro,Spiro_C,A,18,49.9277108433735,5.50340425531915,3.3863765663997905,36.6268085106383,0.862145797903846
Spiro,Spiro_C,A,20,84.5301204819277,5.255625,3.419719712186391,35.3035,0.849030076944942
Spiro,Spiro_C,A,22,78.6024096385542,4.23402777777778,3.5322210007530948,28.4319444444444,0.679243126595912
Spiro,Spiro_C,A,24,51.8072289156627,5.587,3.3888004495283566,41.2648,0.874821054192194
Spiro,Spiro_C,A,27,84.2168674698795,7.28067415730337,3.174802535947257,29.7596629213483,0.742471996588407
Spiro,Spiro_C,A,29,106.759036144578,4.4618,3.4915390599022573,35.0639,0.773870014890196
Spiro,Spiro_C,A,31,85.3012048192771,5.30170731707317,3.4457016893355,44.0309756097561,0.717393812739399
Spiro,Spiro_C,A,34,52.5060240963855,4.94622641509434,3.4314655731882535,34.3162264150943,0.667069860714046
Spiro,Spiro_C,A,36,72.9518072289157,5.06444444444444,3.444485961290354,44.3122222222222,0.806285814025278
Spiro,Spiro_C,A,38,92.4216867469879,5.66953488372093,3.4090538003508835,42.6681395348837,0.81192032288627
Spiro,Spiro_C,AT,3.1,9.56626506024096,3.937,3.400027760721885,35.446,0.658487935795585
Spiro,Spiro_C,AT,4.1,4.81927710843374,3.9075,3.5805845879791676,27.415,0.575653541115078
Spiro,Spiro_C,AT,5.1,3.46987951807229,4.30333333333333,3.457707841422955,30.9433333333333,0.70070267162877
Spiro,Spiro_C,AT,6.1,6.86746987951807,6.26,3.412477827662409,45.7471428571429,0.608392379679716
Spiro,Spiro_C,AT,8,26.5542168674699,4.46782608695652,3.4460916902613414,32.6021739130435,0.699402579830243
Spiro,Spiro_C,AT,9,25.3734939759036,5.09772727272727,3.429656061154899,24.85,0.605053479561294
Spiro,Spiro_C,AT,10,28.6626506024096,4.5252,3.4629206337581353,42.1292,0.781723167305203
Spiro,Spiro_C,AT,11,33.1566265060241,5.345,3.395649823451349,30.2913333333333,0.723725409321115
Spiro,Spiro_C,AT,12.1,31.6385542168675,5.72,3.1983713000156144,28.1065625,0.768631334652321
Spiro,Spiro_C,AT,13,14.9759036144578,4.893125,3.3705549534208177,29.8225,0.768009517831824
Spiro,Spiro_C,AT,14,42.6385542168675,5.07711111111111,3.387518908901263,30.9328888888889,0.800159337464443
Spiro,Spiro_C,AT,15.1,21.3373493975904,5.68291666666667,3.3793463914907593,32.7283333333333,0.82858601269897
Spiro,Spiro_C,AT,16,50.9277108433735,4.64111111111111,3.4397071311001843,38.4906666666667,0.864994805277841
Spiro,Spiro_C,AT,17.1,39.2168674698795,5.19,3.4708285158858043,41.88,0.905972789640935
Spiro,Spiro_C,AT,18,33.710843373494,5.70838709677419,3.426797338694172,42.8412903225806,0.896233941935679
Spiro,Spiro_C,AT,20,39.1686746987952,4.749,3.5089149927968206,35.8255,0.877740426932798
Spiro,Spiro_C,AT,22,35.6506024096386,5.455,3.4131927437717544,37.5168421052632,0.776679604589896
Spiro,Spiro_C,AT,24,18.8433734939759,8.69714285714286,3.485353140578787,32.9947619047619,0.853908586544084
Spiro,Spiro_C,AT,29,41.3493975903614,4.975,3.5043542533849283,43.27225,0.801414032664634
Spiro,Spiro_C,AT,31,58.2530120481928,5.11285714285714,3.4649743131173216,40.5983928571429,0.848194251935917
Spiro,Spiro_C,AT,34,27.4698795180723,4.56,3.4408315058999084,41.2166666666667,0.778515734324394
Spiro,Spiro_C,AT,36,33.5180722891566,3.78666666666667,3.5223486187827624,32.7711111111111,0.706738458672599
Spiro,Spiro_C,AT,38,31.566265060241,5.00285714285714,3.51906750040892,47.6182142857143,0.859064028828282
Spiro,Spiro_D,C,3.1,3.67469879518072,4.7875,3.3197804103675077,20.6875,0.291559274499822
Spiro,Spiro_D,C,4.1,4.71084337349398,4.4375,3.371964631704353,20.0625,0.342329806445218
Spiro,Spiro_D,C,5.1,4.31325301204819,5.2875,3.3063016918530153,33.085,0.384911415831065
Spiro,Spiro_D,C,6.1,4.81927710843374,4.245,3.4274974694157123,31.5025,0.655365430579834
Spiro,Spiro_D,C,7.1,12.0240963855422,4.698,3.315391950184463,25.917,0.416359861753777
Spiro,Spiro_D,C,8.1,10.8433734939759,4.40777777777778,3.345645964305797,19.0844444444444,0.523161508077379
Spiro,Spiro_D,C,9,8.55421686746988,4.636,3.2883172045575484,29.958,0.297567403703034
Spiro,Spiro_D,C,10,23.0240963855422,4.4435,3.285446133393469,19.0565,0.440254280824615
Spiro,Spiro_D,C,11,20.2650602409639,4.7525,3.309583861501549,29.7005,0.633496811067231
Spiro,Spiro_D,C,12,12.2650602409639,4.45545454545455,3.2221595931966722,22.8372727272727,0.568680807933463
Spiro,Spiro_D,C,13,41.0240963855422,3.96947368421053,3.3960955115894276,33.3415789473684,0.795648017239881
Spiro,Spiro_D,C,14,49.9277108433735,4.71934782608696,3.3666543162772387,39.8271739130435,0.827923658190386
Spiro,Spiro_D,C,15.1,34.0722891566265,4.87724137931034,3.3432232770258934,28.5606896551724,0.819023300010708
Spiro,Spiro_D,C,16,43.7710843373494,5.07878048780488,3.350574042385601,36.6636585365854,0.763632859410873
Spiro,Spiro_D,C,17.1,27.8795180722892,5.58964285714286,3.333268092863947,32.8842857142857,0.89813331182341
Spiro,Spiro_D,C,18,24.6144578313253,5.06291666666667,3.315213780170132,40.05625,0.921924048897089
Spiro,Spiro_D,C,20,38.1204819277108,5.28567567567568,3.3187043714642117,36.6367567567568,0.804280509485164
Spiro,Spiro_D,C,22,38.6746987951807,4.40457142857143,3.4708060862213337,43.8508571428571,0.810477764056685
Spiro,Spiro_D,C,24,21.1566265060241,4.31,3.2694114607792297,20.4083333333333,0.548380984850055
Spiro,Spiro_D,C,29,60.2530120481928,4.62351851851852,3.4588073096967054,27.5046296296296,0.627157995571621
Spiro,Spiro_D,C,31,93.9156626506024,4.91269662921348,3.369416921778044,36.5823595505618,0.626855668507758
Spiro,Spiro_D,C,34,78.8072289156626,4.548875,3.389219370800928,29.67825,0.587030542659225
Spiro,Spiro_D,C,36,102.927710843374,4.87888888888889,3.3406991227815523,38.6253703703704,0.627295349423391
Spiro,Spiro_D,C,38,134.626506024096,5.30218309859155,3.3708571581707396,39.4956338028169,0.692701928051162
Spiro,Spiro_D,T,3.1,3.6144578313253,4.45666666666667,3.310411478121887,17.26,0.474768458793759
Spiro,Spiro_D,T,4.1,12.8433734939759,4.2625,3.4306471234812066,33.26,0.57680792822312
Spiro,Spiro_D,T,5.1,7.10843373493976,4.60333333333333,3.2990603534494283,19.8566666666667,0.271422824546895
Spiro,Spiro_D,T,6.1,3.6144578313253,3.86,3.322650617533891,43.7766666666667,0.653535236653148
Spiro,Spiro_D,T,7.1,9.44578313253012,4.789,3.328005092396802,32.9,0.662133290592769
Spiro,Spiro_D,T,8,21.6024096385542,4.57222222222222,3.354690204629299,24.2938888888889,0.370971220794744
Spiro,Spiro_D,T,9,24.5903614457831,5.2868,3.2241352044495297,28.0464,0.295319624506107
Spiro,Spiro_D,T,10,20.1566265060241,4.82428571428571,3.3629510380460585,33.8266666666667,0.566119995358828
Spiro,Spiro_D,T,11,24.6987951807229,4.83260869565217,3.222295993622769,22.8147826086957,0.297428194206566
Spiro,Spiro_D,T,12,15.7831325301205,4.91571428571429,3.2058811160813825,18.7535714285714,0.360504271077028
Spiro,Spiro_D,T,13,21.8915662650602,4.95047619047619,3.3460326783050167,38.7785714285714,0.871507075749501
Spiro,Spiro_D,T,14,17.0602409638554,4.9475,3.362254452709857,34.281875,0.66102299904232
Spiro,Spiro_D,T,15.1,30.4096385542169,5.29518518518519,3.363463220569173,29.5692592592593,0.692176369346723
Spiro,Spiro_D,T,16,22.9397590361446,4.739,3.3969754995638883,43.089,0.880551893513073
Spiro,Spiro_D,T,17.1,22.6746987951807,4.61619047619048,3.4382497069783025,34.0871428571429,0.887383082411177
Spiro,Spiro_D,T,18,23.3373493975904,5.71615384615385,3.3233555630895126,37.0523076923077,0.911101413687615
Spiro,Spiro_D,T,20,16.8674698795181,4.30285714285714,3.4089511699850306,23.9564285714286,0.626304648853081
Spiro,Spiro_D,T,22,23.9036144578313,4.16285714285714,3.42692932122221,31.8471428571429,0.662248704515641
Spiro,Spiro_D,T,27,18.2771084337349,5.53842105263158,3.1499115834083646,37.3726315789474,0.865389709223563
Spiro,Spiro_D,T,29,14.6385542168675,4.71923076923077,3.376977378884956,25.4192307692308,0.541545197856283
Spiro,Spiro_D,T,31,38.4698795180723,4.76210526315789,3.422801691812497,43.2060526315789,0.81257304231811
Spiro,Spiro_D,T,34,32.5421686746988,4.93172413793103,3.3790434425966196,33.0303448275862,0.642144798553291
Spiro,Spiro_D,T,36,20.4939759036145,5.77666666666667,3.345045142781786,46.067619047619,0.788717992499398
Spiro,Spiro_D,T,38,29.5301204819277,4.78333333333333,3.4712682893911313,53.6314814814815,0.836628669869983
Spiro,Spiro_D,A,4.1,7.37349397590361,4.13571428571429,3.360859728746375,37.7671428571429,0.249314904737344
Spiro,Spiro_D,A,5.1,2.5421686746988,4.455,3.4523170860786636,39.055,0.820467711126192
Spiro,Spiro_D,A,6.1,3.6144578313253,4.08,3.4080023955506547,28.65,0.516192633608085
Spiro,Spiro_D,A,7.1,10.1325301204819,4.94111111111111,3.335980700672108,21.1244444444444,0.325796681467515
Spiro,Spiro_D,A,8.1,13.3734939759036,5.135,3.392893249851077,29.41,0.456999041641058
Spiro,Spiro_D,A,9,18.2771084337349,3.935625,3.429861142692233,23.355625,0.518960349455266
Spiro,Spiro_D,A,10,12.9759036144578,4.52272727272727,3.260835178369713,22.9472727272727,0.411674258119028
Spiro,Spiro_D,A,11,26.1927710843373,4.4488,3.378009806314717,31.7892,0.709959583081124
Spiro,Spiro_D,A,12.1,20.855421686747,3.96526315789474,3.324284296901718,28.9536842105263,0.766119672390353
Spiro,Spiro_D,A,13,37.4939759036145,4.41727272727273,3.3513682646780882,17.2969696969697,0.717756626509396
Spiro,Spiro_D,A,14,40.4457831325301,4.38108108108108,3.3510805956629106,33.4189189189189,0.778691026249628
Spiro,Spiro_D,A,15.1,29.8674698795181,4.53846153846154,3.3064107570512045,23.1173076923077,0.767861355202135
Spiro,Spiro_D,A,16,31.3373493975904,4.38903225806452,3.2966409913610963,21.1209677419355,0.560317273270075
Spiro,Spiro_D,A,17.1,22.7951807228916,4.58333333333333,3.3422555110792924,28.4685714285714,0.779222186551818
Spiro,Spiro_D,A,18,39.9036144578313,4.64675,3.3313736391093407,30.87975,0.853603532116883
Spiro,Spiro_D,A,20,23.433734939759,5.19954545454545,3.373539904033273,27.96,0.6652662471779
Spiro,Spiro_D,A,22,28.0843373493976,4.03888888888889,3.496773073032199,35.46,0.809242164729702
Spiro,Spiro_D,A,24,32.5903614457831,4.34225806451613,3.4654060720526942,34.678064516129,0.874473519511382
Spiro,Spiro_D,A,27,46.1204819277108,5.79229166666667,3.100628976831171,22.8141666666667,0.652146050190943
Spiro,Spiro_D,A,29,71.7710843373494,4.96731343283582,3.360237152674387,22.8479104477612,0.471100198533017
Spiro,Spiro_D,A,31,53.8433734939759,5.04630434782609,3.3668237281855236,24.7528260869565,0.527771424795959
Spiro,Spiro_D,A,34,43.0963855421687,5.28090909090909,3.4390815559508994,36.8345454545455,0.669205477543141
Spiro,Spiro_D,A,36,49.6987951807229,4.04418604651163,3.4935031171051167,29.7246511627907,0.593307953784381
Spiro,Spiro_D,A,38,111.265060240964,5.0835,3.382950807339793,39.4415833333333,0.654409024850302
Spiro,Spiro_D,AT,2.1,2.25301204819277,5.285,3.281298183389974,29.985,0.132264178336405
Spiro,Spiro_D,AT,3.1,6.02409638554217,3.444,3.3914890969789826,33.646,0.63162085758268
Spiro,Spiro_D,AT,5.1,2.42168674698795,4.24,3.4296177193562807,22.5933333333333,0.820005198449286
Spiro,Spiro_D,AT,6.1,2.40963855421687,4.43,3.505421327583281,40.775,0.70297925255985
Spiro,Spiro_D,AT,7.1,6.8433734939759,5.48142857142857,3.386660474208004,38.63,0.529340236085456
Spiro,Spiro_D,AT,8,7.69879518072289,5.51857142857143,3.3784565643815463,32.6414285714286,0.671821757160063
Spiro,Spiro_D,AT,9,11.421686746988,8.72214285714286,3.2449560477171424,29.185,0.374391009281295
Spiro,Spiro_D,AT,10,9.28915662650602,4.09,3.422003126105777,36.8855555555556,0.847723333302016
